ブランド,モデル,e-bike,ステータス,取扱店舗,住所,種別,サイズ,料金_3時間,料金_1日,料金_2日間,料金_3日間,料金_7日間,料金_14日間,料金_30日間,備考
CANNONDALE,SYNAPSE シマノ 105 R7000 2×11段変速,,貸出可能,RINCLE 埼玉浦和駅店 / BICIAMORE 浦和店,埼玉県さいたま市浦和区東仲町9-11,ロードバイク,S（158cm-168cm）,3850,5500,8800,13200,22000,,,~10日間 ¥30800
FUJI,BALLAD Ω シマノ ソラ R3000 2×9段変速,,貸出可能,RINCLE 埼玉浦和駅店 / BICIAMORE 浦和店,埼玉県さいたま市浦和区東仲町9-11,ロードバイク,M（168cm-175cm）,3850,5500,8800,13200,22000,,,~10日間 ¥30800
TESTACH,シマノ 105 5800 2×11段変速,,貸出可能,RINCLE 埼玉浦和駅店 / BICIAMORE 浦和店,埼玉県さいたま市浦和区東仲町9-11,ロードバイク,L（175cm-182cm）,3850,5500,8800,13200,22000,,,~10日間 ¥30800
