field_name,display_name,required,ix,dtype,list,ref_target,notes
endTime,終了時間,false,false,option,false,,Time
startTime,開始時間,false,false,option,false,,Time
加盟店,所属ショップ,true,false,ref,false,user,
営業状態,スケジュール区分,false,false,option,false,,営業状態op
曜日,曜日区分,false,false,option,false,,曜日
