field_name,display_name,required,ix,dtype,list,ref_target,notes
title_text,タイトル,true,false,text,false,,
external_url_text,外部URL,false,false,text,false,,
image_image,画像,false,false,image,false,,
page_boolean,内部ページフラグ,false,false,boolean,false,,
page_content_text,内部ページコンテンツ,false,false,text,false,,
