field_name,display_name,required,ix,dtype,list,ref_target,notes
index,ソート順,false,false,number,false,,
name,都道府県名,true,false,text,false,,
Shop,所属ショップ,false,false,ref,false,user,
Shoplist,該当ショップ一覧,false,false,ref,true,user,
