field_name,display_name,required,ix,dtype,list,ref_target,notes
__content,本文,false,false,text,false,,
__page,内部ページフラグ,false,false,boolean,false,,
external url,外部URL,false,false,text,false,,
page content,内部ページコンテンツ,false,false,text,false,,
title,タイトル,true,false,text,false,,
