field_name,display_name,required,ix,dtype,list,ref_target,notes
 __加盟店,所属ショップ,false,false,ref,false,User,
__endTime,終了時間,false,false,option,false,,Time
__startTime,開始時間,false,false,option,false,,Time
__営業状態,スケジュール区分,false,false,option,false,,営業状態op
__曜日,曜日区分,false,false,option,false,,曜日
